Município;Cód. IBGE;UF;Região;Fabricante;Doses Aplicadas;Dose 1;Dose 2
Joaquim Nabuco;260820;PE;Nordeste;BUTANTAN/SINOVAC;2093;1148;945
Joaquim Nabuco;260820;PE;Nordeste;PFIZER/BIONTECH;686;686;0
Joaquim Pires;220540;PI;Nordeste;FIOCRUZ/ASTRAZENECA;2787;2419;368
Joaquim Pires;220540;PI;Nordeste;BUTANTAN/SINOVAC;2169;1169;1000
Joaquim Pires;220540;PI;Nordeste;PFIZER/BIONTECH;530;530;0
Joaquim Pires;220540;PI;Nordeste;JANSSEN;181;0;0
Joaquim Távora;411280;PR;Sul;FIOCRUZ/ASTRAZENECA;3064;2854;210
Joaquim Távora;411280;PR;Sul;BUTANTAN/SINOVAC;2598;1372;1226
Joaquim Távora;411280;PR;Sul;PFIZER/BIONTECH;576;576;0
Joaquim Távora;411280;PR;Sul;JANSSEN;194;0;0
Joca Claudino;251365;PB;Nordeste;BUTANTAN/SINOVAC;806;436;370
Joca Claudino;251365;PB;Nordeste;FIOCRUZ/ASTRAZENECA;553;500;53
Joca Claudino;251365;PB;Nordeste;PFIZER/BIONTECH;124;124;0
Joca Claudino;251365;PB;Nordeste;JANSSEN;31;0;0
Joca Marques;220545;PI;Nordeste;FIOCRUZ/ASTRAZENECA;892;863;29
Joca Marques;220545;PI;Nordeste;BUTANTAN/SINOVAC;683;435;248
Joca Marques;220545;PI;Nordeste;PFIZER/BIONTECH;134;134;0
Joca Marques;220545;PI;Nordeste;JANSSEN;30;0;0
Jóia;431115;RS;Sul;FIOCRUZ/ASTRAZENECA;2538;2343;195
Jóia;431115;RS;Sul;BUTANTAN/SINOVAC;2497;1304;1193
Jóia;431115;RS;Sul;PFIZER/BIONTECH;314;312;2
Jóia;431115;RS;Sul;JANSSEN;86;0;0
Joinville;420910;SC;Sul;FIOCRUZ/ASTRAZENECA;139939;128973;10966
Joinville;420910;SC;Sul;BUTANTAN/SINOVAC;107640;57226;50414
Joinville;420910;SC;Sul;PFIZER/BIONTECH;42799;42750;49
Joinville;420910;SC;Sul;JANSSEN;16302;0;0
Jordânia;313650;MG;Sudeste;BUTANTAN/SINOVAC;2661;1354;1307
Jordânia;313650;MG;Sudeste;FIOCRUZ/ASTRAZENECA;2125;1870;255
Jordânia;313650;MG;Sudeste;PFIZER/BIONTECH;193;193;0
Jordânia;313650;MG;Sudeste;JANSSEN;5;0;0
Jordão;120032;AC;Norte;BUTANTAN/SINOVAC;3768;2178;1590
Jordão;120032;AC;Norte;FIOCRUZ/ASTRAZENECA;908;871;37
Jordão;120032;AC;Norte;PFIZER/BIONTECH;331;326;5
Jordão;120032;AC;Norte;JANSSEN;9;0;0
José Boiteux;420915;SC;Sul;BUTANTAN/SINOVAC;2668;1399;1269
José Boiteux;420915;SC;Sul;FIOCRUZ/ASTRAZENECA;690;680;10
José Boiteux;420915;SC;Sul;PFIZER/BIONTECH;53;53;0
José Bonifácio;352570;SP;Sudeste;FIOCRUZ/ASTRAZENECA;10557;9574;983
José Bonifácio;352570;SP;Sudeste;BUTANTAN/SINOVAC;8896;4854;4042
José Bonifácio;352570;SP;Sudeste;PFIZER/BIONTECH;2134;2131;3
José Bonifácio;352570;SP;Sudeste;JANSSEN;1659;0;0
José Da Penha;240600;RN;Nordeste;BUTANTAN/SINOVAC;2229;1166;1063
José Da Penha;240600;RN;Nordeste;FIOCRUZ/ASTRAZENECA;1740;1577;163
José Da Penha;240600;RN;Nordeste;PFIZER/BIONTECH;307;307;0
José Da Penha;240600;RN;Nordeste;JANSSEN;84;0;0
José De Freitas;220550;PI;Nordeste;BUTANTAN/SINOVAC;7459;4287;3172
José De Freitas;220550;PI;Nordeste;FIOCRUZ/ASTRAZENECA;7347;6636;711
José De Freitas;220550;PI;Nordeste;PFIZER/BIONTECH;1189;1188;1
José De Freitas;220550;PI;Nordeste;JANSSEN;337;0;0
José Gonçalves De Minas;313652;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1316;1038;278
José Gonçalves De Minas;313652;MG;Sudeste;BUTANTAN/SINOVAC;543;298;245
José Gonçalves De Minas;313652;MG;Sudeste;PFIZER/BIONTECH;115;114;1
José Gonçalves De Minas;313652;MG;Sudeste;JANSSEN;43;0;0
José Raydan;313655;MG;Sudeste;BUTANTAN/SINOVAC;1097;635;462
José Raydan;313655;MG;Sudeste;FIOCRUZ/ASTRAZENECA;776;701;75
José Raydan;313655;MG;Sudeste;PFIZER/BIONTECH;139;139;0
José Raydan;313655;MG;Sudeste;JANSSEN;6;0;0
Joselândia;210560;MA;Nordeste;FIOCRUZ/ASTRAZENECA;3601;3100;501
Joselândia;210560;MA;Nordeste;BUTANTAN/SINOVAC;2621;1427;1194
Joselândia;210560;MA;Nordeste;JANSSEN;143;0;0
Josenópolis;313657;MG;Sudeste;FIOCRUZ/ASTRAZENECA;729;677;52
Josenópolis;313657;MG;Sudeste;BUTANTAN/SINOVAC;717;385;332
Josenópolis;313657;MG;Sudeste;PFIZER/BIONTECH;142;142;0
Joviânia;521210;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;2215;1918;297
Joviânia;521210;GO;Centro-Oeste;BUTANTAN/SINOVAC;1548;875;673
Joviânia;521210;GO;Centro-Oeste;PFIZER/BIONTECH;170;170;0
Joviânia;521210;GO;Centro-Oeste;JANSSEN;63;0;0
Juara;510510;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;7450;6969;481
Juara;510510;MT;Centro-Oeste;BUTANTAN/SINOVAC;4899;2722;2177
Juara;510510;MT;Centro-Oeste;PFIZER/BIONTECH;2022;2022;0
Juara;510510;MT;Centro-Oeste;JANSSEN;994;0;0
Juarez Távora;250760;PB;Nordeste;FIOCRUZ/ASTRAZENECA;1783;1609;174
Juarez Távora;250760;PB;Nordeste;BUTANTAN/SINOVAC;1710;912;798
Juarez Távora;250760;PB;Nordeste;PFIZER/BIONTECH;380;380;0
Juarez Távora;250760;PB;Nordeste;JANSSEN;115;0;0
Juarina;171180;TO;Norte;BUTANTAN/SINOVAC;462;260;202
Juarina;171180;TO;Norte;FIOCRUZ/ASTRAZENECA;382;343;39
Juatuba;313665;MG;Sudeste;FIOCRUZ/ASTRAZENECA;4515;4195;320
Juatuba;313665;MG;Sudeste;BUTANTAN/SINOVAC;3671;2097;1574
Juatuba;313665;MG;Sudeste;PFIZER/BIONTECH;346;345;1
Juatuba;313665;MG;Sudeste;JANSSEN;4;0;0
Juazeirinho;250770;PB;Nordeste;BUTANTAN/SINOVAC;3287;1731;1556
Juazeirinho;250770;PB;Nordeste;FIOCRUZ/ASTRAZENECA;3066;2821;245
Juazeirinho;250770;PB;Nordeste;PFIZER/BIONTECH;594;594;0
Juazeirinho;250770;PB;Nordeste;JANSSEN;217;0;0
Juazeiro;291840;BA;Nordeste;FIOCRUZ/ASTRAZENECA;31290;25901;5389
Juazeiro;291840;BA;Nordeste;BUTANTAN/SINOVAC;27463;16436;11027
Juazeiro;291840;BA;Nordeste;PFIZER/BIONTECH;4589;4584;5
Juazeiro;291840;BA;Nordeste;JANSSEN;16;0;0
Juazeiro Do Norte;230730;CE;Nordeste;BUTANTAN/SINOVAC;50153;25282;24871
Juazeiro Do Norte;230730;CE;Nordeste;FIOCRUZ/ASTRAZENECA;11158;8816;2342
Juazeiro Do Norte;230730;CE;Nordeste;PFIZER/BIONTECH;3;3;0
Juazeiro Do Piauí;220551;PI;Nordeste;BUTANTAN/SINOVAC;818;432;386
Juazeiro Do Piauí;220551;PI;Nordeste;FIOCRUZ/ASTRAZENECA;791;717;74
Juazeiro Do Piauí;220551;PI;Nordeste;PFIZER/BIONTECH;84;84;0
Jucás;230740;CE;Nordeste;BUTANTAN/SINOVAC;4917;2604;2313
Jucás;230740;CE;Nordeste;FIOCRUZ/ASTRAZENECA;2782;2253;529
Jucati;260825;PE;Nordeste;FIOCRUZ/ASTRAZENECA;2493;2273;220
Jucati;260825;PE;Nordeste;BUTANTAN/SINOVAC;2018;1036;982
Jucati;260825;PE;Nordeste;PFIZER/BIONTECH;770;770;0
Jucati;260825;PE;Nordeste;JANSSEN;35;0;0
Jucuruçu;291845;BA;Nordeste;BUTANTAN/SINOVAC;390;171;219
Jucuruçu;291845;BA;Nordeste;FIOCRUZ/ASTRAZENECA;316;303;13
Jucurutu;240610;RN;Nordeste;BUTANTAN/SINOVAC;4184;2098;2086
Jucurutu;240610;RN;Nordeste;FIOCRUZ/ASTRAZENECA;3928;3665;263
Jucurutu;240610;RN;Nordeste;PFIZER/BIONTECH;458;458;0
Juína;510515;MT;Centro-Oeste;BUTANTAN/SINOVAC;10147;5639;4508
Juína;510515;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;8182;7587;595
Juína;510515;MT;Centro-Oeste;PFIZER/BIONTECH;1563;1560;3
Juína;510515;MT;Centro-Oeste;JANSSEN;617;0;0
Juiz De Fora;313670;MG;Sudeste;FIOCRUZ/ASTRAZENECA;135579;122304;13275
Juiz De Fora;313670;MG;Sudeste;BUTANTAN/SINOVAC;122046;60470;61576
Juiz De Fora;313670;MG;Sudeste;PFIZER/BIONTECH;12217;12205;12
Juiz De Fora;313670;MG;Sudeste;JANSSEN;3077;0;0
Júlio Borges;220552;PI;Nordeste;FIOCRUZ/ASTRAZENECA;1246;1158;88
Júlio Borges;220552;PI;Nordeste;BUTANTAN/SINOVAC;1033;545;488
Júlio Borges;220552;PI;Nordeste;PFIZER/BIONTECH;237;237;0
Júlio Borges;220552;PI;Nordeste;JANSSEN;65;0;0
Júlio De Castilhos;431120;RS;Sul;FIOCRUZ/ASTRAZENECA;6494;5420;1074
Júlio De Castilhos;431120;RS;Sul;BUTANTAN/SINOVAC;5247;2731;2516
Júlio De Castilhos;431120;RS;Sul;PFIZER/BIONTECH;1249;1246;3
Júlio De Castilhos;431120;RS;Sul;JANSSEN;500;500;0
Júlio Mesquita;352580;SP;Sudeste;FIOCRUZ/ASTRAZENECA;1183;1089;94
Júlio Mesquita;352580;SP;Sudeste;BUTANTAN/SINOVAC;993;579;414
Júlio Mesquita;352580;SP;Sudeste;PFIZER/BIONTECH;93;93;0
Jumirim;352585;SP;Sudeste;FIOCRUZ/ASTRAZENECA;931;842;89
Jumirim;352585;SP;Sudeste;BUTANTAN/SINOVAC;728;417;311
Jumirim;352585;SP;Sudeste;PFIZER/BIONTECH;168;168;0
Jumirim;352585;SP;Sudeste;JANSSEN;112;0;0
Junco Do Maranhão;210565;MA;Nordeste;FIOCRUZ/ASTRAZENECA;1301;1232;69
Junco Do Maranhão;210565;MA;Nordeste;BUTANTAN/SINOVAC;1064;630;434
Junco Do Maranhão;210565;MA;Nordeste;JANSSEN;11;0;0
Junco Do Seridó;250780;PB;Nordeste;BUTANTAN/SINOVAC;1521;807;714
Junco Do Seridó;250780;PB;Nordeste;FIOCRUZ/ASTRAZENECA;1171;1049;122
Junco Do Seridó;250780;PB;Nordeste;PFIZER/BIONTECH;330;330;0
Junco Do Seridó;250780;PB;Nordeste;JANSSEN;80;0;0
Jundiá;240615;RN;Nordeste;FIOCRUZ/ASTRAZENECA;1297;975;322
Jundiá;240615;RN;Nordeste;BUTANTAN/SINOVAC;846;424;422
Jundiá;240615;RN;Nordeste;PFIZER/BIONTECH;119;119;0
Jundiá;240615;RN;Nordeste;JANSSEN;21;0;0
Jundiá;270390;AL;Nordeste;BUTANTAN/SINOVAC;906;538;368
Jundiá;270390;AL;Nordeste;FIOCRUZ/ASTRAZENECA;847;720;127
Jundiaí;352590;SP;Sudeste;FIOCRUZ/ASTRAZENECA;126932;115617;11315
Jundiaí;352590;SP;Sudeste;BUTANTAN/SINOVAC;98937;53710;45227
Jundiaí;352590;SP;Sudeste;PFIZER/BIONTECH;22204;22183;21
Jundiaí;352590;SP;Sudeste;JANSSEN;12744;0;0
Jundiaí Do Sul;411290;PR;Sul;FIOCRUZ/ASTRAZENECA;1100;1040;60
Jundiaí Do Sul;411290;PR;Sul;BUTANTAN/SINOVAC;824;433;391
Jundiaí Do Sul;411290;PR;Sul;PFIZER/BIONTECH;80;80;0
Jundiaí Do Sul;411290;PR;Sul;JANSSEN;50;0;0
Junqueiro;270400;AL;Nordeste;FIOCRUZ/ASTRAZENECA;4745;4040;705
Junqueiro;270400;AL;Nordeste;BUTANTAN/SINOVAC;4488;2666;1822
Junqueirópolis;352600;SP;Sudeste;FIOCRUZ/ASTRAZENECA;6380;5897;483
Junqueirópolis;352600;SP;Sudeste;BUTANTAN/SINOVAC;6127;3350;2777
Junqueirópolis;352600;SP;Sudeste;PFIZER/BIONTECH;977;977;0
Junqueirópolis;352600;SP;Sudeste;JANSSEN;467;0;0
Jupi;260830;PE;Nordeste;FIOCRUZ/ASTRAZENECA;3830;3259;571
Jupi;260830;PE;Nordeste;BUTANTAN/SINOVAC;2574;1315;1259
Jupi;260830;PE;Nordeste;PFIZER/BIONTECH;963;963;0
Jupi;260830;PE;Nordeste;JANSSEN;82;0;0
Jupiá;420917;SC;Sul;BUTANTAN/SINOVAC;672;368;304
Jupiá;420917;SC;Sul;FIOCRUZ/ASTRAZENECA;641;557;84
